GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	Astrocytes_ceoff	Astrocytes_ELBO_gain	Astrocytes_pval	Astrocytes_FDR	Cajal Retzius_ceoff	Cajal Retzius_ELBO_gain	Cajal Retzius_pval	Cajal Retzius_FDR	Cck-Tox_ceoff	Cck-Tox_ELBO_gain	Cck-Tox_pval	Cck-Tox_FDR	Endothelial_ceoff	Endothelial_ELBO_gain	Endothelial_pval	Endothelial_FDR	GABA_ceoff	GABA_ELBO_gain	GABA_pval	GABA_FDR	Granule immature_ceoff	Granule immature_ELBO_gain	Granule immature_pval	Granule immature_FDR	Granule mature_ceoff	Granule mature_ELBO_gain	Granule mature_pval	Granule mature_FDR	Microglia_ceoff	Microglia_ELBO_gain	Microglia_pval	Microglia_FDR	Mossy_ceoff	Mossy_ELBO_gain	Mossy_pval	Mossy_FDR	Neuroblast_ceoff	Neuroblast_ELBO_gain	Neuroblast_pval	Neuroblast_FDR	OL_ceoff	OL_ELBO_gain	OL_pval	OL_FDR	OPC_ceoff	OPC_ELBO_gain	OPC_pval	OPC_FDR	Radial Glia-like_ceoff	Radial Glia-like_ELBO_gain	Radial Glia-like_pval	Radial Glia-like_FDR	nIPC_ceoff	nIPC_ELBO_gain	nIPC_pval	nIPC_FDR
Actn1	707	707	1.471e-01	7.697e-01	1.009e+00	4.033e+00	1.622e+00	7.164e-02	4.900e-01	4.127e+00	-9.265e-01	1.000e+00	1.000e+00	2.401e-02	6.981e-01	2.374e-01	9.053e-01	-1.215e+00	1.403e+00	9.394e-02	5.098e-01	9.583e-01	1.144e+00	1.304e-01	6.214e-01	3.859e+00	-8.567e-01	1.000e+00	1.000e+00	-1.161e-01	-4.901e-01	1.000e+00	1.000e+00	5.885e-03	9.171e-01	1.756e-01	7.151e-01	4.405e+00	3.196e-01	4.240e-01	8.314e-01	-6.069e-01	-1.736e-01	1.000e+00	1.000e+00	-1.763e-01	1.511e-01	5.826e-01	9.425e-01	1.097e-01	-2.551e-02	1.000e+00	1.000e+00	-3.797e-01	2.642e+00	2.153e-02	4.846e-01	-2.696e+00	1.537e-01	5.792e-01	8.432e-01
4732463B04Rik	450	450	1.570e-02	-3.261e+00	5.555e-01	9.494e+00	3.436e-01	4.071e-01	7.306e-01	1.974e+00	4.996e-01	3.175e-01	9.133e-01	2.661e+00	2.859e-01	4.496e-01	9.053e-01	1.971e+00	3.388e-01	4.104e-01	7.018e-01	-1.794e+00	6.771e-01	2.445e-01	6.908e-01	1.005e+00	1.073e+00	1.429e-01	4.819e-01	-4.069e-01	-8.243e-02	1.000e+00	1.000e+00	-1.543e-01	3.615e-01	3.952e-01	8.776e-01	2.058e+00	2.215e+00	3.530e-02	3.376e-01	1.868e+00	5.411e-01	2.982e-01	5.572e-01	5.923e-01	7.655e-02	6.956e-01	9.790e-01	1.715e+00	4.118e-01	3.641e-01	8.257e-01	1.738e+00	4.265e-01	3.557e-01	8.346e-01	1.757e+00	8.534e-02	6.795e-01	8.792e-01
Npc2	1399	1399	2.710e-01	3.672e+00	3.609e-01	2.037e-02	1.570e+00	7.641e-02	5.124e-01	1.571e+00	4.353e-01	3.508e-01	9.133e-01	-1.014e+00	-4.883e-04	1.000e+00	1.000e+00	-2.719e+00	7.582e-01	2.182e-01	6.016e-01	-6.021e-01	1.737e-01	5.556e-01	8.403e-01	-2.966e-01	6.536e-01	2.529e-01	5.653e-01	6.030e-01	3.659e+00	6.824e-03	4.667e-02	-1.265e+00	4.064e-01	3.673e-01	8.629e-01	-3.825e-01	3.766e-02	7.837e-01	1.000e+00	9.726e-02	6.653e-03	9.082e-01	1.000e+00	5.641e-02	2.842e+00	1.713e-02	3.918e-01	2.376e+00	4.024e-01	3.697e-01	8.257e-01	1.382e+00	6.320e-01	2.609e-01	8.057e-01	1.472e+00	4.844e-01	3.250e-01	8.342e-01
Tmed10	1114	1114	2.372e-01	1.837e+00	1.119e+00	1.219e+00	9.324e-01	1.721e-01	5.687e-01	7.192e-01	1.366e+00	9.833e-02	9.133e-01	3.291e+00	8.999e-01	1.797e-01	9.053e-01	-1.235e+00	1.020e+01	6.252e-06	7.127e-04	1.800e+00	4.636e-01	3.356e-01	7.307e-01	-8.308e-02	3.984e+00	4.761e-03	7.754e-02	-6.151e-01	1.275e+01	4.428e-07	1.514e-05	-1.177e+00	2.885e+00	1.630e-02	2.728e-01	1.953e+00	4.019e-01	3.700e-01	7.763e-01	4.017e-01	-1.105e-02	1.000e+00	1.000e+00	-8.291e-02	6.977e+00	1.873e-04	3.204e-02	2.131e+00	2.614e+00	2.223e-02	4.472e-01	3.435e+00	2.039e+00	4.342e-02	5.500e-01	1.710e+00	-3.015e-01	1.000e+00	1.000e+00
Snw1	1055	1055	2.355e-01	2.188e+00	1.040e+00	-3.965e+00	8.471e-01	1.930e-01	5.948e-01	3.459e-01	1.086e+00	1.405e-01	9.133e-01	-5.673e-01	3.185e+00	1.160e-02	3.969e-01	3.500e+00	1.422e+00	9.176e-02	5.098e-01	1.537e-01	3.759e+00	6.112e-03	2.613e-01	1.698e+00	7.700e-01	2.146e-01	5.397e-01	-1.274e-01	2.821e+00	1.753e-02	1.052e-01	-4.805e-01	1.223e+00	1.178e-01	6.294e-01	1.139e-01	4.785e+00	1.977e-03	7.418e-02	-1.480e+00	3.165e+00	1.187e-02	9.020e-02	5.557e-01	1.393e+00	9.505e-02	6.502e-01	1.102e+00	1.982e+00	4.647e-02	5.162e-01	1.382e+00	4.396e-01	3.484e-01	8.346e-01	-1.203e-01	7.359e-01	2.251e-01	8.342e-01
Kcnk10	619	619	4.403e-02	-1.427e+00	6.930e-01	4.266e-01	1.418e+00	9.212e-02	5.687e-01	2.146e+00	-1.226e-01	1.000e+00	1.000e+00	1.376e+00	5.400e-01	2.987e-01	9.053e-01	-6.731e-01	5.686e-01	2.863e-01	6.681e-01	9.638e-01	3.678e-01	3.911e-01	7.634e-01	7.909e-01	4.005e-01	3.708e-01	6.508e-01	-2.307e-01	6.619e-02	7.160e-01	9.102e-01	4.648e-02	1.373e-01	6.003e-01	9.892e-01	1.237e+00	1.328e+00	1.032e-01	5.784e-01	7.348e-01	1.158e+00	1.281e-01	3.505e-01	-3.898e-01	1.642e-02	8.562e-01	1.000e+00	1.470e+00	5.185e-01	3.085e-01	7.999e-01	6.706e-01	1.347e+00	1.007e-01	7.803e-01	-3.683e+00	1.721e+00	6.358e-02	8.342e-01
Eml5	1368	1368	1.181e-01	-9.171e-01	9.722e-01	-6.692e-01	-3.881e-01	1.000e+00	1.000e+00	-3.051e-01	-5.618e-01	1.000e+00	1.000e+00	-1.942e-01	-9.078e-01	1.000e+00	1.000e+00	-3.042e-01	-2.485e-01	1.000e+00	1.000e+00	-2.702e-01	-2.455e-01	1.000e+00	1.000e+00	2.570e-02	1.017e+00	1.539e-01	4.870e-01	2.468e-01	-1.027e+00	1.000e+00	1.000e+00	-8.159e-02	-7.634e-01	1.000e+00	1.000e+00	1.157e+00	-4.236e-02	1.000e+00	1.000e+00	-2.662e-01	-2.371e-01	1.000e+00	1.000e+00	-2.237e-01	1.086e-01	6.411e-01	9.425e-01	-4.094e+00	-1.274e+00	1.000e+00	1.000e+00	-3.659e+00	-7.415e-01	1.000e+00	1.000e+00	-7.234e-01	5.205e-01	3.076e-01	8.342e-01
Nrde2	279	279	6.519e-02	7.871e-01	6.247e-01	6.342e+00	1.954e-01	5.319e-01	7.548e-01	-1.135e+00	-8.069e-02	1.000e+00	1.000e+00	-1.049e+00	1.149e-02	8.795e-01	1.000e+00	-1.031e+00	7.492e-01	2.209e-01	6.016e-01	3.143e+00	2.646e-01	4.670e-01	7.867e-01	-1.354e+00	1.051e-01	6.466e-01	7.705e-01	1.240e-01	2.071e+00	4.182e-02	1.836e-01	-7.702e-01	2.105e-01	5.165e-01	9.268e-01	3.361e+00	-1.605e-01	1.000e+00	1.000e+00	-1.284e-02	2.023e+00	4.428e-02	1.803e-01	1.016e+00	-1.454e-01	1.000e+00	1.000e+00	-8.231e-01	2.944e-01	4.429e-01	8.473e-01	3.372e+00	2.405e-02	8.264e-01	1.000e+00	-8.601e-01	9.579e-02	6.616e-01	8.669e-01
Ttc7b	648	648	1.304e-01	1.122e+00	1.305e+00	1.772e+00	-8.724e-01	1.000e+00	1.000e+00	-3.873e-01	-2.050e-01	1.000e+00	1.000e+00	-1.240e+00	-7.645e-02	1.000e+00	1.000e+00	1.263e+00	-4.292e-01	1.000e+00	1.000e+00	-5.896e-01	-5.468e-01	1.000e+00	1.000e+00	-1.743e-01	-1.561e-01	1.000e+00	1.000e+00	7.390e-02	-1.228e-01	1.000e+00	1.000e+00	5.967e-02	-5.724e-01	1.000e+00	1.000e+00	-6.576e-01	4.822e-02	7.561e-01	9.884e-01	3.265e-01	1.166e-01	6.292e-01	8.505e-01	7.335e-02	2.425e+00	2.764e-02	4.501e-01	-6.662e+00	1.076e+00	1.424e-01	7.257e-01	-6.455e+00	-2.389e-01	1.000e+00	1.000e+00	-1.280e+00	3.424e-02	7.936e-01	9.728e-01
Lgmn	1174	1174	1.164e-01	4.587e+00	1.875e+00	-1.448e+00	9.924e-01	1.589e-01	5.687e-01	-4.575e-01	9.528e-01	1.674e-01	9.133e-01	1.691e+00	1.742e-01	5.550e-01	9.536e-01	1.746e+00	1.137e+00	1.316e-01	5.362e-01	-1.085e+00	7.662e-01	2.158e-01	6.617e-01	2.163e+00	1.394e+01	1.294e-07	2.213e-05	-3.066e+00	4.714e+00	2.136e-03	2.283e-02	-1.925e+00	1.909e+01	6.470e-10	7.376e-08	3.172e+00	1.254e+00	1.132e-01	5.868e-01	2.616e+00	5.511e-01	2.938e-01	5.551e-01	8.881e-02	1.865e+00	5.343e-02	5.903e-01	2.445e+00	7.513e-01	2.203e-01	7.459e-01	2.065e+00	6.086e-01	2.699e-01	8.057e-01	1.599e+00	-4.670e-01	1.000e+00	1.000e+00
Clmn	431	431	8.089e-02	7.451e-01	1.235e+00	1.204e+00	1.010e-01	6.532e-01	8.183e-01	-4.577e-01	1.434e-01	5.923e-01	9.825e-01	-3.700e-01	8.787e-01	1.850e-01	9.053e-01	4.482e+00	8.782e-01	1.851e-01	6.000e-01	-9.018e-01	8.511e-02	6.799e-01	9.173e-01	4.031e-01	-2.859e-01	1.000e+00	1.000e+00	1.138e-01	1.045e+00	1.482e-01	4.000e-01	3.125e-01	-4.517e-03	1.000e+00	1.000e+00	-5.433e-01	5.590e-01	2.903e-01	7.519e-01	-6.364e-01	3.490e-01	4.034e-01	6.797e-01	1.474e-01	6.680e-01	2.477e-01	8.637e-01	-3.638e-01	4.013e-01	3.703e-01	8.257e-01	-6.686e-01	2.251e-01	5.023e-01	8.952e-01	5.688e-01	-4.805e-01	1.000e+00	1.000e+00
Bcl11b	2302	2302	4.352e-01	3.601e+00	7.822e-01	-2.069e+00	-4.487e-01	1.000e+00	1.000e+00	8.289e-01	-1.567e-01	1.000e+00	1.000e+00	-2.546e+00	3.006e+00	1.420e-02	4.048e-01	-7.996e+00	-1.526e-01	1.000e+00	1.000e+00	1.217e+00	4.403e-01	3.480e-01	7.307e-01	-1.945e-01	1.892e+00	5.173e-02	3.217e-01	4.387e-01	6.657e-01	2.486e-01	5.386e-01	-2.787e-01	-1.444e-01	1.000e+00	1.000e+00	8.466e-01	6.683e-03	9.080e-01	1.000e+00	-8.793e-01	9.004e-01	1.796e-01	4.318e-01	-3.413e-01	-4.492e-02	1.000e+00	1.000e+00	1.359e+00	1.104e-01	6.384e-01	9.451e-01	-2.144e+00	-1.656e-01	1.000e+00	1.000e+00	-2.402e+00	2.456e-01	4.834e-01	8.342e-01
Hsp90aa1	1402	1402	2.829e-01	3.976e-02	5.128e-01	1.506e+01	1.743e+00	6.187e-02	4.558e-01	1.602e+00	2.776e+00	1.845e-02	5.736e-01	3.691e+00	1.004e+00	1.565e-01	9.053e-01	1.114e+00	1.597e-01	5.719e-01	8.175e-01	-4.489e-02	7.631e-01	2.167e-01	6.617e-01	-4.777e-01	4.098e+00	4.200e-03	7.754e-02	6.035e-01	4.457e+01	3.661e-21	1.252e-18	-1.596e+00	2.194e+00	3.620e-02	3.556e-01	3.888e+00	7.092e-02	7.065e-01	9.562e-01	1.537e-01	2.035e+01	1.784e-10	1.220e-08	1.767e+00	1.793e+00	5.826e-02	5.903e-01	8.433e-01	3.796e-01	3.836e-01	8.257e-01	6.151e-01	2.532e-01	4.767e-01	8.919e-01	7.477e-01	2.132e+00	3.892e-02	8.342e-01
Cdc42bpb	470	470	1.137e-01	1.083e+00	8.336e-01	5.229e+00	2.817e-01	4.529e-01	7.306e-01	-2.883e-01	2.741e-01	4.591e-01	9.133e-01	-2.496e-01	3.200e-01	4.237e-01	9.053e-01	3.932e+00	5.733e-02	7.349e-01	9.307e-01	1.869e-01	-7.584e-03	1.000e+00	1.000e+00	5.996e-01	2.151e-01	5.119e-01	7.066e-01	-2.570e-01	6.486e-01	2.547e-01	5.386e-01	-3.201e-01	3.846e-01	3.805e-01	8.663e-01	1.176e-01	1.564e-01	5.759e-01	9.204e-01	7.936e-02	1.698e+00	6.539e-02	2.306e-01	8.768e-01	6.509e-01	2.539e-01	8.637e-01	-8.721e-01	7.739e-01	2.135e-01	7.450e-01	3.568e+00	1.693e-01	5.606e-01	9.308e-01	-9.720e-01	4.173e-02	7.727e-01	9.531e-01
2010107E04Rik	1976	1976	4.328e-01	3.019e+00	2.543e-01	3.487e+00	2.066e-01	5.203e-01	7.498e-01	-1.532e-01	1.416e-01	5.946e-01	9.825e-01	1.408e+00	7.635e-02	6.960e-01	1.000e+00	1.596e+00	8.767e-01	1.854e-01	6.000e-01	1.715e+00	8.385e-01	1.953e-01	6.492e-01	-7.507e-01	1.732e+00	6.273e-02	3.543e-01	5.044e-01	5.132e+00	1.356e-03	1.546e-02	-9.283e-01	1.860e-01	5.419e-01	9.277e-01	-8.643e-01	4.880e-01	3.232e-01	7.521e-01	-6.870e-01	2.472e+00	2.619e-02	1.297e-01	9.264e-01	3.264e-01	4.191e-01	8.976e-01	1.400e+00	2.408e-01	4.877e-01	8.473e-01	1.452e+00	1.877e-01	5.401e-01	9.236e-01	1.575e+00	2.393e-01	4.890e-01	8.342e-01
Adarb2	3183	3183	7.031e-02	-2.701e+00	5.766e-01	3.794e+00	3.394e-02	7.945e-01	9.462e-01	-2.552e+00	-4.625e-01	1.000e+00	1.000e+00	1.735e+00	5.721e-01	2.847e-01	9.053e-01	-2.417e+00	6.642e-01	2.491e-01	6.228e-01	1.031e+00	3.794e+00	5.879e-03	2.613e-01	6.564e-01	7.018e+00	1.793e-04	1.226e-02	-5.896e-01	4.062e+00	4.369e-03	3.645e-02	4.805e-01	-8.569e-02	1.000e+00	1.000e+00	-1.326e+00	5.114e-01	3.119e-01	7.521e-01	-1.155e+00	2.139e+00	3.862e-02	1.679e-01	-2.632e+00	-6.351e-01	1.000e+00	1.000e+00	1.397e+00	-2.205e-01	1.000e+00	1.000e+00	4.073e-02	-1.954e-01	1.000e+00	1.000e+00	-1.554e+00	3.345e-01	4.134e-01	8.342e-01
Dip2c	949	949	9.215e-02	-1.230e+00	4.696e-01	2.786e+00	2.884e+00	1.633e-02	2.428e-01	-1.807e+00	2.587e+00	2.293e-02	6.401e-01	5.618e+00	-1.639e-01	1.000e+00	1.000e+00	2.724e-01	7.550e-02	6.976e-01	9.106e-01	3.722e-01	2.035e+00	4.366e-02	5.695e-01	7.989e-01	4.730e-01	3.307e-01	6.262e-01	1.096e-01	1.898e-02	8.455e-01	1.000e+00	-4.070e-02	1.062e-02	8.841e-01	1.000e+00	3.370e-01	7.339e-01	2.257e-01	7.422e-01	2.545e-01	2.517e+00	2.486e-02	1.269e-01	-4.680e-01	-3.372e-01	1.000e+00	1.000e+00	3.342e-01	-9.772e-02	1.000e+00	1.000e+00	3.044e-03	-8.899e-02	1.000e+00	1.000e+00	9.113e-01	-2.875e-02	1.000e+00	1.000e+00
Lyst	695	695	5.563e-02	-1.272e+00	3.104e-01	1.256e+00	1.099e+00	1.382e-01	5.687e-01	1.161e+00	2.706e-01	4.620e-01	9.133e-01	7.208e-01	3.785e-01	3.842e-01	9.053e-01	1.123e+00	-1.239e-01	1.000e+00	1.000e+00	1.355e+00	9.211e-01	1.747e-01	6.492e-01	-1.087e+00	7.224e-01	2.294e-01	5.549e-01	1.772e-01	8.396e-01	1.950e-01	4.799e-01	-2.526e-01	2.531e-01	4.768e-01	9.096e-01	1.205e+00	-1.658e-01	1.000e+00	1.000e+00	9.756e-02	-2.091e-01	1.000e+00	1.000e+00	-1.441e-01	-4.791e-03	1.000e+00	1.000e+00	7.974e-01	4.823e-01	3.260e-01	8.142e-01	-3.064e+00	3.080e-01	4.325e-01	8.886e-01	1.195e+00	8.283e-01	1.981e-01	8.342e-01
Arid4b	845	845	2.143e-01	3.035e+00	7.332e-01	-4.365e+00	1.137e+00	1.315e-01	5.687e-01	2.339e+00	7.509e-01	2.204e-01	9.133e-01	-1.802e+00	6.563e-01	2.519e-01	9.053e-01	2.396e+00	8.470e-01	1.931e-01	6.000e-01	1.200e+00	8.307e-01	1.974e-01	6.492e-01	-5.040e-01	2.814e-01	4.531e-01	7.066e-01	1.545e-01	1.953e+00	4.810e-02	2.006e-01	-5.632e-01	-3.602e-01	1.000e+00	1.000e+00	-3.186e-01	3.186e-01	4.247e-01	8.314e-01	-3.070e-01	3.370e-01	4.117e-01	6.864e-01	3.488e-01	-3.498e-01	1.000e+00	1.000e+00	2.997e-01	-6.097e-02	1.000e+00	1.000e+00	2.206e+00	2.180e-01	5.090e-01	8.952e-01	2.129e+00	3.328e-01	4.146e-01	8.342e-01
Psma2	2316	2316	4.911e-01	4.291e+00	2.387e-01	-1.987e+00	4.035e-01	3.690e-01	7.194e-01	-5.982e-01	5.931e-01	2.761e-01	9.133e-01	-1.125e+00	1.052e-01	6.464e-01	9.958e-01	7.278e-01	-1.122e-02	1.000e+00	1.000e+00	1.160e-01	1.119e+00	1.346e-01	6.214e-01	1.709e+00	4.669e-01	3.339e-01	6.262e-01	2.830e-01	1.519e-01	5.816e-01	7.949e-01	-1.409e-01	1.040e-01	6.483e-01	1.000e+00	7.767e-01	4.985e-02	7.522e-01	9.884e-01	-4.705e-01	-4.405e-01	1.000e+00	1.000e+00	-8.384e-02	3.779e-01	3.847e-01	8.658e-01	-6.731e-01	-1.281e-01	1.000e+00	1.000e+00	9.203e-01	3.363e-01	4.122e-01	8.701e-01	-8.112e-01	3.413e-01	4.087e-01	8.342e-01
Inhba	129	129	2.321e-02	2.127e+00	5.100e-01	-5.014e+00	4.706e-01	3.319e-01	7.194e-01	2.901e+00	1.936e-02	8.440e-01	1.000e+00	-1.682e+00	4.196e-05	9.927e-01	1.000e+00	-1.891e-01	2.477e-01	4.816e-01	7.596e-01	3.031e+00	-1.922e-01	1.000e+00	1.000e+00	-7.424e-01	5.260e-01	3.051e-01	6.066e-01	-5.975e-01	-4.268e-02	1.000e+00	1.000e+00	2.472e-01	-9.439e-02	1.000e+00	1.000e+00	-1.236e+00	6.023e-03	9.126e-01	1.000e+00	-7.297e-01	-8.298e-02	1.000e+00	1.000e+00	-2.940e-01	1.044e-01	6.477e-01	9.425e-01	-6.011e-01	-2.468e-02	1.000e+00	1.000e+00	-9.233e-01	1.972e-02	8.426e-01	1.000e+00	2.914e+00	1.047e-01	6.473e-01	8.580e-01
Vps41	867	867	1.959e-01	1.152e+00	1.184e+00	5.451e+00	6.404e-01	2.578e-01	6.993e-01	1.538e-01	-9.000e-02	1.000e+00	1.000e+00	-5.316e-01	5.841e-01	2.798e-01	9.053e-01	3.535e+00	4.980e-02	7.523e-01	9.424e-01	1.833e-01	1.521e+00	8.113e-02	5.695e-01	1.189e+00	4.274e-01	3.552e-01	6.394e-01	7.325e-02	9.597e-01	1.659e-01	4.224e-01	-2.367e-01	6.367e-01	2.591e-01	8.002e-01	3.730e+00	1.479e+00	8.550e-02	5.513e-01	2.076e-02	1.108e+00	1.366e-01	3.569e-01	-2.598e-01	1.435e+00	9.029e-02	6.433e-01	-1.184e+00	9.161e-01	1.759e-01	7.257e-01	3.739e+00	9.456e-01	1.691e-01	7.803e-01	3.529e+00	1.374e+00	9.743e-02	8.342e-01
Amph	769	769	1.553e-01	1.492e+00	8.492e-01	-4.629e-01	1.834e+00	5.544e-02	4.410e-01	-5.993e+00	1.248e+00	1.142e-01	9.133e-01	3.505e+00	4.651e-01	3.348e-01	9.053e-01	-4.727e-01	1.997e+00	4.568e-02	4.108e-01	-5.892e+00	4.631e-01	3.358e-01	7.307e-01	-1.578e-01	1.739e+00	6.218e-02	3.543e-01	-3.547e-01	7.947e-01	2.074e-01	4.968e-01	2.593e-01	2.258e-01	5.016e-01	9.234e-01	-2.141e-01	4.136e+00	4.025e-03	1.147e-01	9.339e-01	7.581e-01	2.182e-01	4.942e-01	8.571e-02	5.940e-01	2.757e-01	8.637e-01	-6.752e-01	2.016e+00	4.462e-02	5.162e-01	-5.877e+00	5.983e-01	2.740e-01	8.078e-01	-1.294e+00	2.693e-01	4.630e-01	8.342e-01
Hist1h2bc	1661	1661	3.276e-01	4.104e+00	5.279e-01	-1.065e+00	7.299e-01	2.270e-01	6.469e-01	1.335e+00	4.379e-02	7.673e-01	1.000e+00	-2.853e+00	1.543e-01	5.785e-01	9.605e-01	-2.245e+00	1.013e+00	1.546e-01	5.741e-01	-1.100e+00	1.240e-01	6.185e-01	8.770e-01	7.946e-01	1.546e+00	7.872e-02	3.638e-01	6.771e-01	4.557e-01	3.397e-01	6.213e-01	-3.790e-01	1.342e-01	6.043e-01	9.892e-01	9.138e-01	5.950e-01	2.753e-01	7.519e-01	1.662e+00	2.010e-01	5.261e-01	7.700e-01	-2.979e-01	3.276e-01	4.183e-01	8.976e-01	4.902e-01	-8.591e-02	1.000e+00	1.000e+00	9.082e-01	2.490e+00	2.563e-02	4.846e-01	-1.601e+00	1.812e-01	5.472e-01	8.432e-01
D130043K22Rik	551	551	3.857e-02	-2.752e+00	4.235e-01	1.133e+01	4.473e-01	3.442e-01	7.194e-01	1.482e+00	-2.531e-01	1.000e+00	1.000e+00	9.323e-01	-7.715e-02	1.000e+00	1.000e+00	5.777e-01	-2.065e-01	1.000e+00	1.000e+00	-2.243e+00	1.439e+00	8.981e-02	5.695e-01	-1.015e+00	6.203e-01	2.654e-01	5.753e-01	2.340e-01	1.418e+00	9.212e-02	3.150e-01	-4.851e-01	-3.501e-01	1.000e+00	1.000e+00	1.699e+00	-5.606e-02	1.000e+00	1.000e+00	-2.004e-01	1.171e+00	1.259e-01	3.505e-01	6.514e-01	-1.482e-01	1.000e+00	1.000e+00	1.576e+00	-3.045e-01	1.000e+00	1.000e+00	7.541e-01	-4.185e-01	1.000e+00	1.000e+00	1.212e+00	-8.295e-02	1.000e+00	1.000e+00
A330102I10Rik	428	428	6.212e-02	-4.214e-01	8.319e-01	2.653e+00	6.548e-01	2.525e-01	6.908e-01	4.794e+00	3.157e-01	4.269e-01	9.133e-01	-4.814e+00	-5.190e-01	1.000e+00	1.000e+00	5.008e-01	-5.701e-01	1.000e+00	1.000e+00	4.194e-01	-9.912e-02	1.000e+00	1.000e+00	-2.915e-01	1.180e+00	1.244e-01	4.525e-01	-4.035e-01	4.270e+00	3.475e-03	3.301e-02	-9.294e-01	-2.753e-01	1.000e+00	1.000e+00	-3.140e-01	3.571e-01	3.980e-01	8.055e-01	-3.504e-01	9.893e+00	8.659e-06	2.692e-04	1.103e+00	6.931e-01	2.390e-01	8.637e-01	-4.785e+00	2.768e+00	1.864e-02	3.983e-01	5.123e+00	-1.194e-01	1.000e+00	1.000e+00	8.247e-02	5.808e-01	2.811e-01	8.342e-01
Bphl	797	797	2.133e-01	2.796e+00	4.029e-01	-3.474e+00	2.073e+00	4.172e-02	4.190e-01	2.402e+00	2.241e-01	5.032e-01	9.243e-01	2.223e+00	8.472e-01	1.930e-01	9.053e-01	2.456e+00	1.094e+00	1.391e-01	5.408e-01	2.430e+00	6.124e-01	2.684e-01	7.027e-01	-8.159e-01	1.441e-01	5.914e-01	7.370e-01	6.253e-04	2.154e+00	3.794e-02	1.778e-01	-5.893e-01	5.315e-01	3.025e-01	8.147e-01	2.002e+00	-1.322e-01	1.000e+00	1.000e+00	6.183e-02	9.355e-01	1.714e-01	4.247e-01	5.220e-01	4.112e-01	3.645e-01	8.637e-01	2.102e+00	2.930e-01	4.439e-01	8.473e-01	-6.336e-01	9.028e-01	1.790e-01	7.803e-01	2.474e+00	4.090e-01	3.658e-01	8.342e-01
Psmg4	772	772	2.072e-01	3.818e+00	4.601e-01	-2.096e+00	2.950e-01	4.424e-01	7.306e-01	-7.263e-01	9.211e-02	6.678e-01	1.000e+00	1.287e+00	1.136e-01	6.336e-01	9.855e-01	1.277e+00	4.246e-01	3.568e-01	6.866e-01	1.368e+00	4.604e-01	3.372e-01	7.307e-01	-8.517e-01	2.018e-01	5.252e-01	7.074e-01	3.839e-01	1.263e+00	1.120e-01	3.509e-01	-7.009e-01	1.170e-01	6.286e-01	9.907e-01	1.126e+00	2.716e+00	1.978e-02	2.816e-01	-1.785e+00	4.057e+00	4.394e-03	3.955e-02	1.916e+00	2.746e-01	4.586e-01	9.112e-01	1.034e+00	6.609e-01	2.503e-01	7.489e-01	-1.246e+00	-4.310e-02	1.000e+00	1.000e+00	1.161e+00	2.188e-01	5.083e-01	8.342e-01
Prpf4b	672	672	1.846e-01	2.168e+00	6.874e-01	7.544e+00	1.814e-01	5.469e-01	7.629e-01	2.065e+00	2.498e-01	4.796e-01	9.133e-01	-1.234e+00	1.231e-01	6.198e-01	9.825e-01	2.008e+00	1.400e-01	5.968e-01	8.321e-01	1.603e+00	6.219e-01	2.648e-01	7.027e-01	1.443e+00	1.101e-01	6.389e-01	7.694e-01	5.055e-02	1.774e-01	5.514e-01	7.715e-01	-2.977e-01	-1.009e-01	1.000e+00	1.000e+00	-7.453e-01	4.373e-01	3.497e-01	7.578e-01	1.485e+00	-1.134e-02	1.000e+00	1.000e+00	-1.458e-01	2.124e-01	5.145e-01	9.289e-01	2.116e+00	8.447e-02	6.811e-01	9.596e-01	2.033e+00	-3.891e-02	1.000e+00	1.000e+00	2.390e+00	2.514e-01	4.783e-01	8.342e-01
Fars2	765	765	1.584e-01	1.315e+00	1.205e+00	-2.146e+00	1.841e+00	5.498e-02	4.410e-01	-7.417e-01	2.948e+00	1.517e-02	5.736e-01	4.192e+00	6.646e-01	2.489e-01	9.053e-01	4.098e+00	6.863e-01	2.414e-01	6.207e-01	3.038e-01	-3.242e-01	1.000e+00	1.000e+00	3.964e-01	8.750e-01	1.859e-01	5.172e-01	-2.187e-01	1.036e-01	6.490e-01	8.603e-01	2.203e-01	-1.221e-01	1.000e+00	1.000e+00	2.382e-01	2.253e-01	5.020e-01	8.800e-01	3.937e-01	3.134e-01	4.285e-01	6.946e-01	-6.866e-02	8.718e-01	1.867e-01	8.153e-01	4.166e+00	-1.485e-01	1.000e+00	1.000e+00	6.728e-01	9.528e-01	1.675e-01	7.803e-01	-3.713e-01	1.109e+00	1.364e-01	8.342e-01
